"order_id","status","track_number","positions_count","total_price_value","total_price_currency_code","total_price_currency_name","creation_dttm","update_dttm","client_id","client_name","client_birthdate","client_gender","client_phone_number","client_email","client_registration_dttm","client_address_country","client_address_region","client_address_city","client_address_street","client_address_house","client_address_postal_code","pick_up_point_id","point_open_date","point_address_country","point_address_region","point_address_city","point_address_street","point_address_house","point_address_postal_code"
"7ebee211ee194f03a1a3d769ef224063",FINISHED,"3915-4481",4,57208,RUB,Российский рубль,2023-08-17 16:51:42.000 +0300,2023-08-29 00:29:19.000 +0300,cb46d3922c2e423688917639fcc830e1,Пивоваров Семен Михайлович,1992-05-28,Ж,+79127801670,,2023-05-21 09:53:50.000 +0300,Россия,Ивановская область,Иваново,Пушкина,дом 96,"434387","5d31aa35672b452e8c8c5b06f89609b4",2023-07-19,Россия,Новосибирская область,Новосибирск,ул. Ленина,"107","850700"
b2b2a9b22eb549ea9d1af35946feb20c,CANCELLED,"5418-1052",2,25891,RUB,Российский рубль,2023-11-18 08:17:20.000 +0300,2023-11-18 17:02:47.000 +0300,fa12be8806bc441382d1bd8a71c82a0b,Хвостов Дмитрий,1960-08-14,М,+79802771668,DHvostov32@mail.ru,2023-07-30 21:52:55.000 +0300,Россия,Тверская область,город Тверь,улица Достоевского,"1","106249",dfbe9600246e4f71aaca9304cc76293f,2023-04-30,Россия,Калининградская область,Калининград,Генерала Лизюкова,"75","115956"
"29c8b1ce47ec41d3bc8966edc7c5a923",FINISHED,"1069-7302",8,48513,RUB,Российский рубль,2023-07-30 06:53:46.000 +0300,2023-08-04 16:30:14.000 +0300,b9e6f3dddc8f41bfaf3d12a746c6f28d,Горбовская Екатерина,1970-05-21,Ж,+79883559696,EGorbovskay48@yandex.ru,2023-05-08 08:31:03.000 +0300,Россия,Саратовская область,город Саратов,ул. Лесорубов,д. 29,"685409","5e912ccb8650490cbf80d21ad4f5baee",2023-04-16,Россия,Астраханская область,г. Астрахань,Лесорубов,дом 94,"123781"
"58dc4f55963a46f48a37e493a5302064",FINISHED,"4253-6188",3,18846,RUB,Российский рубль,2024-01-10 18:02:04.000 +0300,2024-01-15 07:24:28.000 +0300,bcd691f9590a4678b61eb0b7e520ca99,Зенкевич Михаил,1932-05-16,Ж,+79502474543,MZenkevic71@ya.ru,2023-04-24 10:43:16.000 +0300,Россия,Белгородская область,Белгород,Рабочая,д. 125,"321134",bf5deb2960ae4652adc4c34ab3a7b3a3,2023-01-08,Россия,Тверская область,Тверь,ул. Лесорубов,дом 194,"766206"
"0e85ba5cf22a48f0af934c218fe5826b",FINISHED,"1945-1351",3,34696,RUB,Российский рубль,2024-08-28 07:17:27.000 +0300,2024-09-02 07:21:36.000 +0300,a61175def3f4498aa64c53f66ac3e140,Анчаров Михаил,1929-03-24,Ж,+79104190423,,2023-03-01 09:02:25.000 +0300,Россия,Ростовская область,г. Ростов-на-Дону,Лесорубов,д. 180,"668067","21cab2e5c4ac4dc1934b9829d0334941",2024-01-29,Россия,Магаданская область,Магадан,улица Достоевского,"70","805733"
"720353f834864db4a1514397caa2dcc3",FINISHED,"3017-4006",2,7764,RUB,Российский рубль,2023-07-18 11:33:55.000 +0300,2023-07-22 06:58:21.000 +0300,b6f6c551c4e94a688458b5725dff25ce,Чюмина Ольга Николаевна,1965-02-15,М,+79990914107,,2023-02-01 22:48:27.000 +0300,Россия,Астраханская область,Астрахань,ул. Генерала Лизюкова,"94","148675","765216c47a5a44fdbd9dbe3c3c30abe8",2023-05-08,Россия,Костромская область,г. Кострома,улица Лесорубов,"166","297656"
"4b55988d6d584ce396ee233e9ab46056",FINISHED,"1642-7243",1,15490,RUB,Российский рубль,2023-02-27 10:03:46.000 +0300,2023-03-01 16:24:36.000 +0300,"6872049ff1e04d2bbaeed4630967b9f0",Клюев Николай Алексеевич,1941-01-21,М,+79295250972,NKlyev42@ya.ru,2023-01-01 21:01:33.000 +0300,Россия,Тульская область,г. Тула,Мира,д. 16,"603760",b9401a603bd94f91bd0099e001c2054c,2023-02-11,Россия,Архангельская область,Архангельск,улица Достоевского,дом 70,"723237"
bd9d04b6940a4a0dbd002288a1e77dea,FINISHED,"7386-3014",2,6342,RUB,Российский рубль,2023-04-21 03:26:14.000 +0300,2023-04-27 09:13:19.000 +0300,"8ad2b7dcbc1748fb94e7dee8da0a1274",Маккавейский Владимир Николаевич,1945-04-20,М,+79043549469,VMakkaveiskii95@mail.ru,2023-04-01 11:24:20.000 +0300,Россия,Липецкая область,город Липецк,улица Каменщиков,"6","184235",f1c262769ba04cafa65a9a75533af073,2023-04-20,Россия,Самарская область,город Самара,улица 50-летия Октября,д. 129,"553780"
ce061ba8ae8444db989396b51e986dff,CANCELLED,"8016-1041",6,42069,RUB,Российский рубль,2024-09-22 18:35:42.000 +0300,2024-09-28 22:31:42.000 +0300,"86039151658c401cb88cddc6736860d3",Козинаки Евгений,1981-06-29,М,+79587055395,EKozinaki25@ya.ru,2023-06-19 10:20:36.000 +0300,Россия,Калужская область,город Калуга,улица Маяковского,д. 149,"667276",a350978a60ff4daab84ca1c40dfeeefc,2023-11-06,Россия,Волгоградская область,город Волгоград,улица Пушкина,дом 130,"921977"
"281e8bed3354443e9ebe70d6b1b3e02b",FINISHED,"5404-3794",1,3888,RUB,Российский рубль,2024-01-27 00:51:35.000 +0300,2024-01-29 11:44:33.000 +0300,c815ded1553741b3acbe6b3a0a00f972,Заходер Борис Владимирович,2001-05-22,Ж,+79375118848,,2023-05-17 14:26:09.000 +0300,Россия,Астраханская область,Астрахань,Лесорубов,"180","168243",d82838b777fe472fba689a97f81b5e30,2023-10-03,Россия,Владимирская область,г. Владимир,Достоевского,д. 34,"203683"
e299e818053141408cc05d562185122c,CANCELLED,"2691-7217",4,28953,RUB,Российский рубль,2024-04-12 02:12:32.000 +0300,2024-04-17 03:16:48.000 +0300,"14541f7e67534f8ba2ec8ef40732a9d4",Британишский Владимир,1978-10-15,М,+79367529940,,2023-10-04 11:14:02.000 +0300,Россия,Костромская область,Кострома,ул. Каменщиков,д. 34,"109902","8bee87f1771d4582883a50aede38be7f",2023-08-22,Россия,Костромская область,Кострома,улица Достоевского,дом 161,"133584"
e424ff64f34a4384ae6ce0894f2c42ae,FINISHED,"1308-6517",5,51464,RUB,Российский рубль,2023-02-07 08:33:54.000 +0300,2023-02-13 04:13:15.000 +0300,"4f394e59de824b15b1512e1842bc7175",Дмитриев Николай,1969-02-09,Ж,+79043573652,,2023-01-27 07:09:40.000 +0300,Россия,Новосибирская область,Новосибирск,ул. Ленина,дом 79,"741714",f81156a26ab44023b0cbe1f5c3b2abf4,2023-02-06,Россия,Курская область,город Курск,Каменщиков,"135","774192"
ac5ce4bf99254c3988b04ee68834278e,FINISHED,"7769-6742",1,2428,RUB,Российский рубль,2023-07-24 18:49:36.000 +0300,2023-07-30 16:29:43.000 +0300,caf5499f475b4e67972e65e041361936,Григорьев Аполлон,1996-06-26,М,+79025801290,,2023-06-20 23:24:34.000 +0300,Россия,Курганская область,Курган,ул. Каменщиков,д. 2,"294119","5e912ccb8650490cbf80d21ad4f5baee",2023-04-16,Россия,Астраханская область,г. Астрахань,Лесорубов,дом 94,"123781"
fe43916bbcec4266a0cd8896b8778a21,FINISHED,"4999-2653",5,18700,RUB,Российский рубль,2024-12-05 20:21:35.000 +0300,2024-12-09 03:21:22.000 +0300,fbe96294364547a0ae658901ba5b1bcc,Саша Черный,1958-12-08,М,+79082193686,CSasa92@yandex.ru,2023-11-22 06:14:54.000 +0300,Россия,Костромская область,г. Кострома,ул. Пушкина,"17","502771","9d44745ec25d41c38d6324aff0f0690a",2024-11-03,Россия,Тульская область,Тула,ул. 50-летия Октября,"35","701211"
f69bd95e743a4c2780f325ec4bb52291,FINISHED,"1058-6449",6,32032,RUB,Российский рубль,2024-01-08 13:09:18.000 +0300,2024-01-10 14:05:47.000 +0300,d3d10ed4201e450ebf65dea74a88cda8,Рукавишников Иван Сергеевич,1991-05-29,М,+79047615540,IRukavisnikov67@inbox.ru,2023-05-21 11:51:03.000 +0300,Россия,Калининградская область,г. Калининград,улица Генерала Лизюкова,"107","657019",e64b53993eb443059f144c9a759f7e91,2023-09-20,Россия,Курганская область,Курган,ул. 50-летия Октября,дом 91,"748505"
ff7e87b9d5604df494182911306f2c6e,FINISHED,"8644-2800",6,24012,RUB,Российский рубль,2024-06-06 20:55:32.000 +0300,2024-06-13 08:42:44.000 +0300,de1580347eae4713b8ef87c88cdd79dd,Катарсин Валентин,2007-06-26,М,+79111615706,VKatarsin49@ya.ru,2023-06-23 01:27:58.000 +0300,Россия,Курганская область,г. Курган,Генерала Лизюкова,"40","106241","6ab39fb8f9f0460db1178685dea41571",2024-04-16,Россия,Иркутская область,г. Иркутск,ул. Ленина,д. 163,"721550"
bc841d910e434b64a258386678b897fb,FINISHED,"4532-5635",6,35202,RUB,Российский рубль,2024-02-12 01:02:02.000 +0300,2024-02-18 02:06:33.000 +0300,fba3da1a162e474ea2c993c35dee43bc,Браун Николай,2009-12-06,Ж,+79323419202,,2023-12-03 14:55:16.000 +0300,Россия,Кировская область,город Киров,ул. Рабочая,д. 84,"243939",f1d1be8b2f674095a2056ea7216492a6,2023-04-14,Россия,Новосибирская область,город Новосибирск,улица Достоевского,дом 47,"367457"
"2848856055e740a89dcfbe67e9a0b58f",CANCELLED,"4589-2360",4,24134,RUB,Российский рубль,2023-06-23 05:25:26.000 +0300,2023-06-27 16:50:39.000 +0300,"5b25c55c1cc04f24b4e671824372b3d1",Рязанов Эльдар Александрович,1939-05-25,М,+79302248103,,2023-05-05 00:26:22.000 +0300,Россия,Нижегородская область,город Нижний Новгород,улица Лесорубов,дом 33,"694234",bf5deb2960ae4652adc4c34ab3a7b3a3,2023-01-08,Россия,Тверская область,Тверь,ул. Лесорубов,дом 194,"766206"
"0ad754a357fc47c69764ccc45b6eff40",FINISHED,"5474-5404",2,27310,RUB,Российский рубль,2023-04-28 03:28:21.000 +0300,2023-05-05 12:51:56.000 +0300,c3b3246ab9794a6cacca36e9a2c3569b,Моравская Мария Людвиговна,1982-03-14,М,+79393268923,MMoravskay95@yandex.ru,2023-03-04 16:19:55.000 +0300,Россия,Тверская область,г. Тверь,улица Каменщиков,"141","782528","492669f9afa3497faa82f7fe07e8c4bc",2023-03-05,Россия,Ростовская область,г. Ростов-на-Дону,улица Рабочая,"33","854803"
c7451dd48b734fe180cfbfbe4dea3f6f,FINISHED,"1460-1993",9,50239,RUB,Российский рубль,2025-03-19 19:33:36.000 +0300,2025-03-22 23:32:18.000 +0300,c0f4607292794ea28efe6b4c320a3d4f,Городецкий Сергей,1978-03-17,М,+79014174356,,2023-03-06 21:01:57.000 +0300,Россия,Ростовская область,город Ростов-на-Дону,улица Мира,"31","143059",bfbc5183db0c4eff9c1d2607d0eb8232,2024-12-28,Россия,Амурская область,г. Благовещенск,ул. Пушкина,дом 167,"862818"
"8c38ab7bb48b4cfabf584fd25394eae1",CANCELLED,"4507-7005",6,50958,RUB,Российский рубль,2023-10-11 10:38:09.000 +0300,2023-10-14 00:20:44.000 +0300,,,,,,,,,,,,,,b071754cc3034fcab9e87a68c5603c5c,2023-05-25,Россия,Мурманская область,город Мурманск,Достоевского,"15","183493"
"1475213ffaa94a28b1f7035c6b105184",FINISHED,"2773-1311",4,14733,RUB,Российский рубль,2023-08-20 20:42:44.000 +0300,2023-08-27 23:34:41.000 +0300,"8aeddbef0c5d42dea17a7d4c851b1d9d",Гнедов Василиск,1967-03-21,Ж,+79953762918,VGnedov54@inbox.ru,2023-03-07 12:49:17.000 +0300,Россия,Амурская область,город Благовещенск,улица Мира,дом 126,"950602",f13f6825d8b4458c911f613cb6c7d991,2023-03-17,Россия,Курганская область,Курган,ул. Лесорубов,дом 151,"286288"
"125d0f2014044ff680aeca4ee3dfd9d1",FINISHED,"6867-8851",9,64054,RUB,Российский рубль,2024-08-15 16:51:40.000 +0300,2024-08-18 20:05:14.000 +0300,f8afcb081362429294995a522fe3a05e,Востоков Александр,1967-06-11,Ж,+79962934536,,2023-05-28 03:37:33.000 +0300,Россия,Вологодская область,город Вологда,ул. Рабочая,д. 129,"454577",b071754cc3034fcab9e87a68c5603c5c,2023-05-25,Россия,Мурманская область,город Мурманск,Достоевского,"15","183493"
c0501b8e06e04ffb977e8460a3504e42,CANCELLED,"6187-2687",5,21428,RUB,Российский рубль,2024-12-03 13:02:47.000 +0300,2024-12-05 17:40:04.000 +0300,"3de99c666f4343ceb343579f38c48310",Нартов Андрей Константинович,1946-09-08,М,+79975200293,,2024-08-19 04:28:26.000 +0300,Россия,Новгородская область,Великий Новгород,ул. Достоевского,"155","616457","375e6d8dd9da4e55b8014eb0a3537d0d",2023-12-28,Россия,Нижегородская область,Нижний Новгород,улица Достоевского,д. 124,"918254"
"39a9015cc2484dad95bf569dd58ce82c",FINISHED,"7210-5465",10,56046,RUB,Российский рубль,2024-05-22 00:32:02.000 +0300,2024-05-24 17:28:35.000 +0300,"2da037280bdb4036b59aae869535d237",Зоргенфрей Вильгельм,1945-07-15,М,+79048134810,,2023-06-26 03:37:32.000 +0300,Россия,Рязанская область,г. Рязань,улица Ленина,д. 132,"946945","8919217b15bf4c02bb946289f55a84b9",2024-03-17,Россия,Курская область,город Курск,ул. 50-летия Октября,дом 85,"883549"
"453ae88451564a91955293f195590807",FINISHED,"8683-7668",9,30444,RUB,Российский рубль,2024-03-10 08:23:08.000 +0300,2024-03-15 07:50:44.000 +0300,b88774156bc144b0b576b96212fe1f89,Аким Яков,1957-10-03,М,+79990178755,YAkim87@inbox.ru,2023-09-17 05:26:30.000 +0300,Россия,Нижегородская область,город Нижний Новгород,улица Музыкантов,дом 102,"371681",a0da9646d2f644b1b2646bbda1a7ac45,2024-02-14,Россия,Вологодская область,город Вологда,ул. 50-летия Октября,"111","265050"
fa74ca63305e448b8ddf7f5d9846b31e,FINISHED,"9704-8119",1,2055,RUB,Российский рубль,2023-03-26 04:18:43.000 +0300,2023-03-29 17:38:56.000 +0300,"67320461026146e9ba0c59eb7e00cb0f",Филатов Леонид Алексеевич,1990-01-25,М,+79082942608,LFilatov33@yandex.ru,2023-01-17 16:25:16.000 +0300,Россия,Самарская область,Самара,Лесорубов,"2","757364","1a9264137a9e449ebe5c48dc78343730",2023-03-20,Россия,Калужская область,г. Калуга,"50-летия Октября","25","407059"
eec70c1b731b4e0794f0b436c3e09e20,CANCELLED,"1547-5521",9,40246,RUB,Российский рубль,2023-05-07 09:41:22.000 +0300,2023-05-11 08:29:23.000 +0300,"96e114f2aaa24e42be3cb2014a2a0f80",Волховский Феликс Вадимович,1998-04-10,М,+79033483499,,2023-04-04 21:00:06.000 +0300,Россия,Саратовская область,г. Саратов,ул. Музыкантов,дом 37,"195440",d33798e573a34bc3bba4d95d2c264b2f,2023-03-09,Россия,Саратовская область,г. Саратов,улица Лесорубов,"71","468934"
"2e92d0a409ba46c190ac82e5d5af43a7",FINISHED,"1129-1786",6,35038,RUB,Российский рубль,2023-06-20 18:07:13.000 +0300,2023-06-25 18:12:28.000 +0300,"80c96835bb31452ca4f78f0091d9d182",Крученых Алексей Елисеевич,1986-03-25,М,+79190214360,AKrucenih80@yandex.ru,2023-03-16 16:07:22.000 +0300,Россия,Ивановская область,Иваново,улица Мира,дом 110,"755254",e121b449b2e34f8fb4400d12b4f95259,2023-06-03,Россия,Тульская область,город Тула,"50-летия Октября","22","314546"
"09ed45230141463e9316efc8b1a5774b",CANCELLED,"1049-2822",6,24003,RUB,Российский рубль,2024-04-03 00:34:58.000 +0300,2024-04-04 17:47:54.000 +0300,"0e73f8950cc345a1866fb6881cb9c811",Ривин Александр,1970-01-17,М,+79859104798,,2024-01-04 12:07:13.000 +0300,Россия,Ростовская область,Ростов-на-Дону,улица Рабочая,"156","255643","33afbb4a41cf4995b3521054836c08c9",2023-11-24,Россия,Калужская область,г. Калуга,улица Пушкина,"65","214805"
b6ba5144fb98474fbdf68e1aef7550a6,FINISHED,"7638-6206",6,48149,RUB,Российский рубль,2025-01-09 16:13:05.000 +0300,2025-01-14 01:05:23.000 +0300,e04083c0439649a3852540ccfe18d998,Окуджава Булат Шалвович,1935-08-07,М,+79084709724,BOkudzava19@yandex.ru,2024-07-15 17:43:28.000 +0300,Россия,Курганская область,Курган,Каменщиков,д. 122,"731619","5e912ccb8650490cbf80d21ad4f5baee",2023-04-16,Россия,Астраханская область,г. Астрахань,Лесорубов,дом 94,"123781"
"284343819e03483d807bc09b60dd35c5",CANCELLED,"4453-8758",5,28573,RUB,Российский рубль,2025-02-17 06:49:57.000 +0300,2025-02-22 17:51:27.000 +0300,db9776947a4a42cea6c6ff5ca4fb85ab,Малков Вадим Евгеньевич,2003-07-30,М,+79094664444,,2024-07-24 16:30:30.000 +0300,Россия,Рязанская область,Рязань,ул. Достоевского,"183","725911","166205f091724b7d9ead937d5544c8b7",2024-01-08,Россия,Новгородская область,г. Великий Новгород,улица 50-летия Октября,"60","270423"
"0b16e81da724449c9d42115424577438",FINISHED,"8609-5064",8,50547,RUB,Российский рубль,2024-10-17 06:21:47.000 +0300,2024-10-22 05:18:27.000 +0300,"2fefb9f49d02497e9e45e00ca2bf0479",Цветаева Марина,2002-08-25,М,+79586074137,,2024-08-19 21:17:16.000 +0300,Россия,Магаданская область,г. Магадан,Каменщиков,"79","375495","0e33999733e84ab9b5134e914f9656cb",2024-06-20,Россия,Калининградская область,г. Калининград,Ленина,"40","988542"
"7570db3bc6304da5a26414598f5c25a7",FINISHED,"3232-2408",9,93878,RUB,Российский рубль,2024-06-10 11:24:48.000 +0300,2024-06-16 18:09:06.000 +0300,"4adecd9574124a758b60317548b168f8",Курочкин Николай Степанович,1974-04-24,М,+79996238077,,2023-04-12 20:24:30.000 +0300,Россия,Тверская область,город Тверь,улица Маяковского,дом 35,"676847","331d762b5bf44b75ad575e3af7975c7c",2023-08-28,Россия,Владимирская область,город Владимир,ул. Пушкина,дом 44,"478986"
c766a8c2d5884004af62d41261b6e1c3,CANCELLED,"6089-3494",4,68743,RUB,Российский рубль,2023-08-25 11:19:57.000 +0300,2023-08-26 14:54:12.000 +0300,e37cc397e81a4bf2ae14456fa2e101d9,Мей Лев,1956-06-02,М,+79195548340,LMei21@mail.ru,2023-05-17 08:10:50.000 +0300,Россия,Нижегородская область,г. Нижний Новгород,улица Генерала Лизюкова,"65","681310","508e257fa036470ba66b4db68014d9ed",2023-02-10,Россия,Тульская область,город Тула,"50-летия Октября","116","808517"
"4e902b9f886b4a77be73528caeaaa266",CANCELLED,"1175-4008",5,48746,RUB,Российский рубль,2023-09-10 16:49:51.000 +0300,2023-09-14 10:12:49.000 +0300,"9529b03e45e84d2098b96f0f5cadac72",Дубровин Борис,1980-04-28,М,+79969487739,BDubrovin39@inbox.ru,2023-04-18 18:34:23.000 +0300,Россия,Новгородская область,Великий Новгород,ул. Музыкантов,"188","506432","765216c47a5a44fdbd9dbe3c3c30abe8",2023-05-08,Россия,Костромская область,г. Кострома,улица Лесорубов,"166","297656"
"36ca5dc93d4b4583abe8f072841c3224",FINISHED,"5099-5367",2,5564,RUB,Российский рубль,2023-03-22 13:17:06.000 +0300,2023-03-25 08:00:38.000 +0300,,,,,,,,,,,,,,f81156a26ab44023b0cbe1f5c3b2abf4,2023-02-06,Россия,Курская область,город Курск,Каменщиков,"135","774192"
"73d42aa788194a1eb82740c2ccb065f0",CANCELLED,"7834-5990",1,1904,RUB,Российский рубль,2024-09-12 04:01:15.000 +0300,2024-09-12 09:22:52.000 +0300,"6f9cf5702ccb4e94af85220e239d4361",Агния Барто,2008-02-17,Ж,+79027093531,,2023-02-13 04:13:15.000 +0300,Россия,Калининградская область,город Калининград,Лесорубов,"17","452702",f354eddaa90e46bda6761eaaa3851baa,2023-09-30,Россия,Волгоградская область,город Волгоград,Пушкина,дом 177,"448111"
"13a209eabc3d41efb64d32d6fa1eac0f",FINISHED,"3343-8026",10,51229,RUB,Российский рубль,2025-01-17 11:53:10.000 +0300,2025-01-22 07:14:54.000 +0300,c29923f9500645a080d3943b693fa2ae,Якубович Петр Филиппович,1940-12-26,М,+79022500064,PYkubovic83@ya.ru,2024-12-05 20:21:35.000 +0300,Россия,Мурманская область,Мурманск,ул. 50-летия Октября,"66","801479","8813090d959e4a9ebbd3cfcefcdc1aed",2023-03-23,Россия,Астраханская область,Астрахань,Достоевского,д. 191,"816018"
da1ff0bc80ca49d1b8c8aad0012e5ded,FINISHED,"6447-2723",5,17026,RUB,Российский рубль,2023-06-06 05:45:38.000 +0300,2023-06-11 04:40:22.000 +0300,"8c4df73de7cf49169646d3d4b27f990a",Высоцкий Владимир Семёнович,1961-02-21,М,+79812512786,,2023-02-06 07:40:56.000 +0300,Россия,Костромская область,г. Кострома,ул. Ленина,"107","861241",da4d2809b43f4dd38bfa8ec20abd0c09,2023-05-29,Россия,Курганская область,Курган,Каменщиков,д. 135,"179344"
"5b2e576edfbd4e889aaf04c7ceea7108",CANCELLED,"7280-9442",2,24474,RUB,Российский рубль,2023-10-18 06:22:39.000 +0300,2023-10-21 17:45:04.000 +0300,,,,,,,,,,,,,,b2f23e1a87404580a89abc7cf717c1c9,2023-10-02,Россия,Архангельская область,г. Архангельск,"50-летия Октября",д. 30,"519297"
"30151720714f4f55930abfaeb51df740",FINISHED,"7739-4930",8,50702,RUB,Российский рубль,2023-05-05 15:17:04.000 +0300,2023-05-11 13:13:27.000 +0300,"02368fa76304467491baccfd56539936",Гудзенко Семен,1972-05-12,М,+79037995812,,2023-04-30 03:10:52.000 +0300,Россия,Калужская область,г. Калуга,улица Мира,дом 107,"286337",f1c262769ba04cafa65a9a75533af073,2023-04-20,Россия,Самарская область,город Самара,улица 50-летия Октября,д. 129,"553780"
"639c7cad7fe7422d8648d8bd48e78fff",CANCELLED,"8071-9385",3,49164,RUB,Российский рубль,2024-04-03 18:42:53.000 +0300,2024-04-11 02:25:49.000 +0300,"0f4bfef43e9d485cbdf879bbbb575297",Вентцель Николай Николаевич,1933-08-13,Ж,+79821360788,NVentcel_34@ya.ru,2023-07-22 06:58:21.000 +0300,Россия,Мурманская область,Мурманск,улица 50-летия Октября,д. 182,"400373",df15d26404f44d43b3e144ffa3a3262d,2023-11-08,Россия,Владимирская область,Владимир,ул. 50-летия Октября,дом 123,"300843"
cdbcc9b0265d4a8dbbd1eb9329a0b2d8,CANCELLED,"3270-1023",6,22791,RUB,Российский рубль,2023-12-05 14:22:51.000 +0300,2023-12-09 18:24:34.000 +0300,,,,,,,,,,,,,,d4517d37f1b7482ca840aa568aa8a227,2023-06-08,Россия,Кировская область,Киров,улица Маяковского,д. 47,"388093"
"1fef3e4ef08d441993f8738ef2bf899b",FINISHED,"2263-1980",6,30525,RUB,Российский рубль,2024-12-04 22:01:14.000 +0300,2024-12-08 15:06:42.000 +0300,"33d26d0d1b4645b4bcdc57adc1b8d4e4",Викулов Сергей,2007-08-02,Ж,+79085215924,SVikulov65@yandex.ru,2024-07-28 14:03:57.000 +0300,Россия,Липецкая область,город Липецк,Пушкина,д. 110,"698425",df15d26404f44d43b3e144ffa3a3262d,2023-11-08,Россия,Владимирская область,Владимир,ул. 50-летия Октября,дом 123,"300843"
"08a5654fd52140bfbcaf38e452fddcb5",FINISHED,"3308-8310",4,52050,RUB,Российский рубль,2024-06-22 06:39:38.000 +0300,2024-06-25 04:14:25.000 +0300,dadb11f83cb04a8d8c95076841c2040a,Лившиц Бенедикт,1938-09-03,Ж,+79028950758,BLivsic73@inbox.ru,2023-08-13 09:49:15.000 +0300,Россия,Рязанская область,г. Рязань,ул. Лесорубов,дом 162,"506998",bf5deb2960ae4652adc4c34ab3a7b3a3,2023-01-08,Россия,Тверская область,Тверь,ул. Лесорубов,дом 194,"766206"
"09bf34c4e2f347c9854f0b15d21bf095",FINISHED,"2373-6077",9,55070,RUB,Российский рубль,2023-08-12 20:03:16.000 +0300,2023-08-19 05:30:06.000 +0300,"2548ec6081c8438694d489113c201ff4",Недоброво Николай Владимирович,1997-02-14,М,+79138971790,NNedobrovo98@ya.ru,2023-02-08 21:05:30.000 +0300,Россия,Ивановская область,г. Иваново,улица Рабочая,"143","942010",f1c262769ba04cafa65a9a75533af073,2023-04-20,Россия,Самарская область,город Самара,улица 50-летия Октября,д. 129,"553780"
"718ef30d914f409c8955458e91d92e41",FINISHED,"1802-6999",7,63208,RUB,Российский рубль,2023-01-14 06:16:19.000 +0300,2023-01-21 19:45:47.000 +0300,"10f1ced2618a467588247f8a131de30f",Глинка Федор,1997-01-07,Ж,+79820043084,,2023-01-02 00:46:36.000 +0300,Россия,Архангельская область,Архангельск,Музыкантов,дом 172,"370726",bf5deb2960ae4652adc4c34ab3a7b3a3,2023-01-08,Россия,Тверская область,Тверь,ул. Лесорубов,дом 194,"766206"
c6b0ac1c60b74819ab96555af78cca01,FINISHED,"9549-4209",5,37794,RUB,Российский рубль,2023-01-16 14:27:15.000 +0300,2023-01-23 20:50:52.000 +0300,"28f90f1d623d4a1c94051b8217c38706",Аксаков Константин Сергеевич,1989-01-12,М,+79016072327,,2023-01-04 21:43:23.000 +0300,Россия,Иркутская область,Иркутск,Маяковского,д. 78,"970085",bf5deb2960ae4652adc4c34ab3a7b3a3,2023-01-08,Россия,Тверская область,Тверь,ул. Лесорубов,дом 194,"766206"
"0e97267fb13a4aa08849af93894663fa",FINISHED,"7058-2667",5,16313,RUB,Российский рубль,2023-07-20 15:35:01.000 +0300,2023-07-23 02:10:19.000 +0300,"876254e79cbf47789391dc29e0485286",Суриков Иван Захарович,1925-03-16,М,+79068542078,,2023-02-20 04:32:12.000 +0300,Россия,Брянская область,г. Брянск,ул. Пушкина,дом 161,"132056",bf5deb2960ae4652adc4c34ab3a7b3a3,2023-01-08,Россия,Тверская область,Тверь,ул. Лесорубов,дом 194,"766206"
f6603a75440644749b1b4224b3289a89,FINISHED,"2478-7401",2,7875,RUB,Российский рубль,2024-12-22 13:06:36.000 +0300,2024-12-27 11:28:47.000 +0300,a7f080b2c2bc4a25b2ff2ac1fa213bfa,Ривин Александр,1966-06-22,М,+79084526715,,2024-06-07 08:08:02.000 +0300,Россия,Кировская область,город Киров,ул. 50-летия Октября,дом 114,"752346","33afbb4a41cf4995b3521054836c08c9",2023-11-24,Россия,Калужская область,г. Калуга,улица Пушкина,"65","214805"
"3e8a979cb8b1460fb7c56c1761223eed",CANCELLED,"7329-1394",7,52308,RUB,Российский рубль,2023-06-21 08:55:34.000 +0300,2023-06-26 03:37:32.000 +0300,"09faee3fe86843f69d7b08db2f1108d7",Катаев Валентин Петрович,1975-06-08,М,+79508140507,VKataev43@mail.ru,2023-05-27 23:13:58.000 +0300,Россия,Брянская область,Брянск,улица Музыкантов,д. 48,"332421","0d8427ff3fe4411f86e2bbfadae1a70a",2023-04-23,Россия,Владимирская область,Владимир,улица Достоевского,"154","505833"
a74e1cae4375409d9fdfc2ce3484058d,FINISHED,"8947-8346",6,11361,RUB,Российский рубль,2024-05-03 13:02:46.000 +0300,2024-05-10 15:20:47.000 +0300,"01fa6549e09b46019566740869ccf038",Степанов Владимир,1973-04-02,М,+79957843634,VStepanov50@inbox.ru,2024-03-21 01:42:08.000 +0300,Россия,Владимирская область,Владимир,улица Музыкантов,д. 102,"740182",bfa3abf7763343c3b2d7321bf1409c82,2024-04-07,Россия,Новгородская область,Великий Новгород,Каменщиков,"83","768818"
